id,name,first,last,compas_screening_date,sex,dob,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_case_number,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_case_number,r_charge_degree,r_days_from_arrest,r_offense_date,r_charge_desc,r_jail_in,r_jail_out,violent_recid,is_violent_recid,vr_case_number,vr_charge_degree,vr_offense_date,vr_charge_desc,type_of_assessment,decile_score.1,score_text,screening_date,v_type_of_assessment,v_decile_score,v_score_text,v_screening_date,in_custody,out_custody,priors_count.1,start,end,event,two_year_recid
1.6094341595088628,trevon kassie,nathaniel,fox,2013-04-18,Male,1989-03-27,67.09492666740863,Less than 25,Caucasian,-1.785932764027706,-1.335942302012754,-0.6871847867499953,2.1233616976967142,2.1255414855411683,0.2265798240550987,2014-01-23 01:39:34,2013-10-29 10:16:46,13015263CF10A,2012-12-06,,0.11025689310331765,F,Manufacture Cannabis,2.349633956510452,15003186MM10A,(MO3),,2014-09-17,,,2014-06-04,,0.3823599758407298,,,,,Risk of Recidivism,3.0306431279261665,High,2014-11-28,Risk of Violence,-0.14494681739396564,Low,2013-01-09,2013-02-23,2014-03-02,-3.8838362426540596,2.707152742575816,322.96123186184593,-2.113404461681894,0.047669325795712175
0.9200317875190089,kevin sisson,brian,taylor,2013-05-01,Male,1975-02-08,31.041734891716477,Less than 25,Caucasian,0.5787212492321304,3.032432445790905,0.06450683246686402,-0.6834527921212276,1.2269797387100696,-3.079505299892681,2014-04-11 05:54:24,2013-03-24 08:58:43,13004231MM10A,,,-0.7716284563517961,M,Battery,0.7796164362509699,,(M2),,,Possess Cannabis/20 Grams Or Less,,,,4.923982802717813,,(M1),,,Risk of Recidivism,2.8497157921745724,Low,2014-11-20,Risk of Violence,3.806510746117385,Low,2013-02-01,2014-05-12,,0.5301712952643712,12.487982709707675,157.64694450506093,0.5266681809196563,-1.6274605570901843
5.5009023916129145,justin bates,brian,serrano,2013-08-27,Male,1959-11-02,20.87239299958866,Less than 25,African-American,1.622987483946642,5.373768324391106,-0.585441596712766,0.897799037090899,3.551586244656781,-2.634271188816964,2014-12-10 05:28:47,2013-10-04 08:37:26,13005057CF10A,2013-10-11,,2.4578117547665084,F,Fabricating Physical Evidence,1.3778329167735899,13010963CF10A,,3.0482164406810286,,,,,,2.003233036729092,,,,,Risk of Recidivism,4.794709714604612,Medium,2014-11-02,Risk of Violence,3.8618620842394007,Low,2013-10-07,2014-01-25,2014-03-21,3.530457536006711,-1.2233070624337217,66.63551723552555,-1.1826868996669195,1.007201103216209
6.881129432782428,roosevelt major,benjamin,evans,2014-08-10,Female,1959-08-15,22.25714774461072,25 - 45,African-American,-0.2568784378020708,9.006041441107094,2.4661398237546273,0.5738153257461742,-1.7969374294254945,,2013-05-06 03:16:04,2013-01-13 01:22:39,14006232MM10A,2013-03-24,,-0.021513754169253385,F,Felony Driving While Lic Suspd,-1.8104765612860385,14016448MM10A,,,,,2014-07-10,,,0.47381469924502023,,,2014-09-28,,Risk of Recidivism,8.215081044587958,Medium,2013-11-01,Risk of Violence,4.301974104086473,Medium,2013-09-11,2016-01-01,1999-05-30,0.2194819770336126,-1.025802401381552,1173.6033144928087,1.1155034741335759,-5.256197328287688
2.097929622692327,gasner ismael,samir,esteves,2013-01-25,Male,1993-05-08,42.82981005915017,Less than 25,Hispanic,2.8178338702428696,-0.35977425630486537,-1.0719706324879088,0.5655704043248208,1.552051818455976,,2013-03-04 08:02:42,2014-03-04 09:04:35,13015725MM10A,,,72.10714102958883,F,Battery,0.5777079225945486,,,,,,2014-12-21,,,-2.953484800545155,,,,Battery,Risk of Recidivism,0.7615841670186383,Medium,2013-02-19,Risk of Violence,1.2411215133618343,Low,2013-08-06,,2013-11-09,-0.7877131592127142,-2.247953882577404,1099.6772340297427,-1.1863128356375328,-0.46551262798474086
4.395640986275364,mackenson nelson,maurice,delgado,2013-09-20,Male,1991-07-20,42.24939837967537,Less than 25,Other,-1.565795439173261,0.8858694340850013,3.1365819946796036,2.0273991554590416,-1.3371452861235111,0.05185866323093292,2013-04-11 09:18:16,2014-02-14 10:29:06,13015955CF10A,2013-08-12,,2.8547769224468187,F,Felony Petit Theft,3.0606860555202418,,,,2015-10-08,Viol Injunct Domestic Violence,2016-01-24,,,-2.43528305237676,14004993MM10A,,,,Risk of Recidivism,-0.35254202219782194,High,2013-02-28,Risk of Violence,-1.8019354248732715,Medium,2013-08-11,2013-12-17,2015-07-07,1.4833061735752342,0.6203851194552608,853.2767742661922,-1.720634375127665,1.1638011890080024
8.25568080633457,andy plancher,denzil,salters,2013-03-20,Male,1977-07-13,42.30147885531446,Greater than 45,Caucasian,-0.271074253496556,4.767986595926469,-1.161337036989499,-0.13963825088482076,12.441961197783343,-3.199406198793776,2013-11-17 11:43:24,,13011381CF10A,2013-07-19,,1.5080947283707988,F,Possess Drug Paraphernalia,3.598667455101717,13010840CF10A,,0.4190192625147638,,Battery,,2013-12-23,,-5.073979223100396,,,,,Risk of Recidivism,4.0424351211025815,Medium,2014-03-27,Risk of Violence,2.3477782055875847,Low,2013-12-17,2015-03-31,2015-09-18,13.630536759459885,1.0704146244513182,39.817264276597534,1.9535783463583805,-2.12839947267367
8.367514815312836,james johnson,david,brewer,2013-11-17,Male,1993-06-17,42.86890691643408,25 - 45,African-American,-0.1019743585551919,7.328323165792786,1.8401615620872183,2.7527691692487104,2.5212639275844566,-1.5326444507681658,2013-01-29 12:47:47,2014-04-17 03:05:00,13002445CF10A,2014-01-12,,1.418847403124595,F,Uttering a Forged Instrument,-0.04449011704522961,,(M1),,2014-03-19,,,,,-0.6003006646311885,,(F3),,,Risk of Recidivism,5.360743659752681,Medium,2013-08-03,Risk of Violence,2.4686581588661083,Low,2013-12-20,,2013-02-07,0.9306486429881842,-2.110129264004797,262.8123573270598,-0.3908872696994161,1.0840846657246805
9.966397684991422,michael leslie,michael,blade,2014-08-15,Male,1984-08-31,40.1537706211973,Greater than 45,Caucasian,2.1843726576688374,2.7897479572722252,1.9264337321923934,-0.49751353841539875,0.9584710320471627,-0.6765408924294573,2013-08-29 09:50:39,2014-11-14 01:49:54,13006012CF10A,2013-08-18,,0.6302023392600675,F,arrest case no charge,0.691802227078058,15003041MM10A,,,,Viol Injunct Domestic Violence,2015-12-08,2013-11-19,,1.1012125927296603,,,,,Risk of Recidivism,-1.3091737649562392,Low,2014-03-16,Risk of Violence,5.20273699757714,Low,2014-02-15,2013-02-27,2013-05-14,-1.366808898127979,3.657528732155747,745.6925308504725,-4.389751802733912,-1.6955606230132823
11.29391214485284,catherine manarite,tony,johnson,2013-07-22,Female,1990-04-12,20.634178419624586,25 - 45,African-American,0.21177416416435688,1.9513302628007172,0.33172433067855833,0.7415232692799458,-0.24562042665858552,424.8613588572388,2014-12-12 05:58:16,2014-01-26 08:05:12,13006437CF10A,2013-03-17,,309.6744092747787,F,arrest case no charge,-0.47100216047062604,,,2.5223995075745425,2014-12-21,,,,,1.2233958433882097,,,,,Risk of Recidivism,2.649066153886481,High,2013-03-18,Risk of Violence,5.4193599203621154,Medium,2013-08-07,2014-04-10,2005-03-04,-1.172992236682683,1.4512410784000787,425.2397143990995,3.287781375898388,1.6346889335647323
