id,name,first,last,compas_screening_date,sex,dob,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_case_number,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_case_number,r_charge_degree,r_days_from_arrest,r_offense_date,r_charge_desc,r_jail_in,r_jail_out,violent_recid,is_violent_recid,vr_case_number,vr_charge_degree,vr_offense_date,vr_charge_desc,type_of_assessment,decile_score.1,score_text,screening_date,v_type_of_assessment,v_decile_score,v_score_text,v_screening_date,in_custody,out_custody,priors_count.1,start,end,event,two_year_recid
2.523585398772157,trevon kassie,nathaniel,fox,2013-04-18,Male,1989-03-27,64.23731666852157,Less than 25,Caucasian,-4.4648319100692655,-4.839855755031885,-1.7179619668749881,5.308404244241785,5.313853713852921,2.066449560137747,2014-01-23 01:39:34,2013-10-29 10:16:46,13015263CF10A,2012-12-06,,-1.224357767241706,F,Manufacture Cannabis,5.87408489127613,15003186MM10A,(MO3),,2014-09-17,,,2014-06-04,,0.9558999396018244,,,,,Risk of Recidivism,6.0766078198154165,High,2014-11-28,Risk of Violence,-1.8623670434849142,Low,2013-01-09,2013-02-23,2014-03-02,-9.70959060663515,6.767881856439541,316.9030796546149,-5.283511154204735,0.11917331448928044
-2.199920531202478,kevin sisson,brian,taylor,2013-05-01,Male,1975-02-08,26.60433722929119,Less than 25,Caucasian,1.446803123080326,3.081081114477263,0.16126708116716004,-1.708631980303069,3.067449346775174,-6.1987632497317025,2014-04-11 05:54:24,2013-03-24 08:58:43,13004231MM10A,,,-3.42907114087949,M,Battery,0.4490410906274248,,(M2),,,Possess Cannabis/20 Grams Or Less,,,,10.809957006794534,,(M1),,,Risk of Recidivism,2.624289480436431,Low,2014-11-20,Risk of Violence,8.016276865293463,Low,2013-02-01,2014-05-12,,1.3254282381609281,17.719956774269185,155.61736126265234,-0.1833295477008594,-5.568651392725461
7.752255979032286,justin bates,brian,serrano,2013-08-27,Male,1959-11-02,16.180982498971645,Less than 25,African-American,4.057468709866605,7.434420810977765,-1.4636039917819148,0.7444975927272477,2.878965611641952,-5.08567797204241,2014-12-10 05:28:47,2013-10-04 08:37:26,13005057CF10A,2013-10-11,,4.644529386916272,F,Fabricating Physical Evidence,1.9445822919339746,13010963CF10A,,7.620541101702571,,,,,,5.00808259182273,,,,,Risk of Recidivism,5.9867742865115305,Medium,2014-11-02,Risk of Violence,5.154655210598502,Low,2013-10-07,2014-01-25,2014-03-21,2.826143840016778,-3.058267656084304,72.08879308881389,-2.9567172491672986,1.0180027580405224
9.70282358195607,roosevelt major,benjamin,evans,2014-08-10,Female,1959-08-15,21.142869361526802,25 - 45,African-American,-0.642196094505177,10.515103602767734,4.665349559386568,1.4345383143654356,-5.992343573563736,,2013-05-06 03:16:04,2013-01-13 01:22:39,14006232MM10A,2013-03-24,,-1.5537843854231337,F,Felony Driving While Lic Suspd,-4.526191403215096,14016448MM10A,,,,,2014-07-10,,,1.1845367481125506,,,2014-09-28,,Risk of Recidivism,8.537702611469895,Medium,2013-11-01,Risk of Violence,1.7549352602161825,Medium,2013-09-11,2016-01-01,1999-05-30,-0.9512950574159684,-2.5645060034538805,1173.0082862320216,2.7887586853339394,-13.14049332071922
-3.7551759432691814,gasner ismael,samir,esteves,2013-01-25,Male,1993-05-08,42.57452514787542,Less than 25,Hispanic,7.044584675607174,-2.3994356407621633,-2.679926581219772,1.413926010812052,0.8801295461399397,,2013-03-04 08:02:42,2014-03-04 09:04:35,13015725MM10A,,,66.26785257397209,F,Battery,1.4442698064863715,,,,,,2014-12-21,,,-7.383712001362888,,,,Battery,Risk of Recidivism,0.40396041754659584,Medium,2013-02-19,Risk of Violence,1.6028037834045858,Low,2013-08-06,,2013-11-09,-4.969282898031786,-5.61988470644351,1096.193085074357,-2.965782089093832,-1.1637815699618521
0.48910246568840954,mackenson nelson,maurice,delgado,2013-09-20,Male,1991-07-20,39.62349594918842,Less than 25,Other,-3.9144885979331523,0.7146735852125032,7.841454986699009,5.068497888647604,-3.342863215308778,0.1296466580773323,2013-04-11 09:18:16,2014-02-14 10:29:06,13015955CF10A,2013-08-12,,7.136942306117047,F,Felony Petit Theft,7.651715138800604,,,,2015-10-08,Viol Injunct Domestic Violence,2016-01-24,,,-6.0882076309419,14004993MM10A,,,,Risk of Recidivism,-2.381355055494555,High,2013-02-28,Risk of Violence,-6.004838562183179,Medium,2013-08-11,2013-12-17,2015-07-07,3.7082654339380854,0.050962798638151785,853.6919356654806,-4.301585937819162,2.909502972520006
8.639202015836426,andy plancher,denzil,salters,2013-03-20,Male,1977-07-13,44.253697138286135,Greater than 45,Caucasian,-0.67768563374139,2.9199664898161717,-2.9033425924737477,-0.3490956272120519,10.104902994458358,-6.49851549698444,2013-11-17 11:43:24,,13011381CF10A,2013-07-19,,2.270236820926997,F,Possess Drug Paraphernalia,7.496668637754293,13010840CF10A,,1.0475481562869096,,Battery,,2013-12-23,,-12.68494805775099,,,,,Risk of Recidivism,1.106087802756453,Medium,2014-03-27,Risk of Violence,2.8694455139689614,Low,2013-12-17,2015-03-31,2015-09-18,13.076341898649712,-4.823963438871704,39.54316069149384,3.383945865895951,-6.820998681684175
7.418787038282089,james johnson,david,brewer,2013-11-17,Male,1993-06-17,42.67226729108519,25 - 45,African-American,-0.25493589638797975,12.320807914481964,4.600403905218045,6.881922923121776,1.8031598189611415,-2.3316111269204147,2013-01-29 12:47:47,2014-04-17 03:05:00,13002445CF10A,2014-01-12,,2.0471185078114873,F,Uttering a Forged Instrument,-0.11122529261307401,,(M1),,2014-03-19,,,,,-1.5007516615779712,,(F3),,,Risk of Recidivism,7.4018591493817025,Medium,2013-08-03,Risk of Violence,1.6716453971652705,Low,2013-12-20,,2013-02-07,-2.173378392529539,-5.275323160011992,259.53089331764943,-0.9772181742485403,2.7102116643117014
9.915994212478555,michael leslie,michael,blade,2014-08-15,Male,1984-08-31,41.88442655299325,Greater than 45,Caucasian,5.460931644172094,5.4743698931805636,4.816084330480984,-1.243783846038497,2.396177580117907,-0.19135223107364308,2013-08-29 09:50:39,2014-11-14 01:49:54,13006012CF10A,2013-08-18,,0.07550584815016881,F,arrest case no charge,1.7295055676951452,15003041MM10A,,,,Viol Injunct Domestic Violence,2015-12-08,2013-11-19,,2.753031481824151,,,,,Risk of Recidivism,-4.7729344123905975,Low,2014-03-16,Risk of Violence,11.50684249394285,Low,2014-02-15,2013-02-27,2013-05-14,-3.4170222453199472,6.143821830389368,743.7313271261814,-10.97437950683478,-4.238901557533206
8.7347803621321,catherine manarite,tony,johnson,2013-07-22,Female,1990-04-12,20.08544604906146,25 - 45,African-American,0.5294354104108921,0.37832565700179277,0.8293108266963958,1.8538081731998646,-2.114051066646464,420.153397143097,2014-12-12 05:58:16,2014-01-26 08:05:12,13006437CF10A,2013-03-17,,312.1860231869469,F,arrest case no charge,-2.677505401176565,,,6.305998768936356,2014-12-21,,,,,1.5584896084705242,,,,,Risk of Recidivism,2.1226653847162016,High,2013-03-18,Risk of Violence,6.0483998009052895,Medium,2013-08-07,2014-04-10,2005-03-04,-4.432480591706708,3.6281026960001967,421.0992859977487,6.719453439745969,2.5867223339118306
