state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
CT,129.52358539877216,413.01258332535286,336-7143,no,no,22.908074651920384,264.18575051345357,114.66369054237313,47.310406734875286,200.0552139975374,98.60779052817136,21.749617872909823,254.040442512616,84.94204375732724,8.951328497433474,4.5197305964904535,8.033978120199667,-2.821681546573184,2.421431057366603,False
FL,101.80007946879752,415.28102826544574,413-2241,no,no,30.05879549239679,162.48138517864092,130.93094753892584,25.751343057209148,201.37490447168636,109.9608852056826,21.255724505294438,256.30647852814104,106.0250696962581,4.0472178610902025,21.33308685633552,1.2411935886805647,-0.055083827047604395,10.117182949465638,False
KY,140.7522559790323,413.59315004047147,417-2716,no,no,-0.562849534839954,247.89561741999557,122.63979728977056,42.71930892333922,112.90899675700462,100.14244042112523,9.230777273017386,158.69597602807943,104.6494656105604,2.091369774735269,7.647789759386094,1.964340707099947,-4.664639298606271,1.9924591860313638,False
MI,88.70282358195607,406.76588102244204,380-9879,no,no,-4.554536070999783,292.0386469208315,60.77062884870888,45.965200469365946,66.35603496273092,90.22699002519848,-3.350398443180051,191.84286194066402,87.42655351358154,4.031531817157585,4.672149489651785,0.15490237716063326,0.660185816563553,8.79135694074834,False
SC,65.24482405673082,417.4399568540229,367-2598,no,yes,-0.8609258064756211,165.27350918806223,107.03189719535435,30.27599177851826,148.00983996792402,127.46704817562517,14.91681515901957,186.6630127460436,123.28915992480715,13.322064117815172,5.601159133193837,4.268183090554745,0.6067000422898454,9.97737980268196,False
FL,111.4891024656884,504.6052140647568,333-7749,no,no,2.5739211848120487,227.5457664768956,88.95904210836724,32.10564931712986,217.60045440768798,100.55643484643983,10.537919728351397,197.16817134620214,118.20410703534893,13.359077723046006,0.009137543519075031,10.063145179018353,-0.9422343274184868,3.8484002532561057,False
NH,121.63920201583643,501.85978893024395,359-5731,no,no,18.08139336117359,218.52800074171296,91.15965205194794,35.293557774861206,347.2459124411981,111.23954906570894,35.696223015927906,209.02322039257197,118.55259464833378,20.542507131761138,9.163081468021927,7.7567808559726386,3.42631495661076,-6.2195265903788535,False
MA,145.4187870382821,413.2591510458166,409-8796,no,no,-8.231168444849903,164.3366690603874,75.53459108100424,23.47553425670297,108.28385393520502,94.51577268278912,5.096210172424908,210.5790432433446,94.48236907720057,6.970618294991411,7.8667164141066594,1.375018720731112,-1.3659505296104104,-1.198288383366994,False
FL,116.91599421247855,411.82057202750894,354-2762,no,no,9.9637140041766,176.6203832090654,94.55409834078036,15.083161786667127,355.25620258662536,76.07980365144041,33.064801673277564,213.69057323042813,84.8622646946988,6.989670307968115,-2.422793994303868,12.932599377889588,0.6476743047301359,-4.453180684262433,False
HI,136.7347803621321,423.4377651974332,388-8583,no,no,33.78786660145782,250.14999116026937,82.91701284036273,42.22615686733297,221.3603827099725,106.95484991292874,15.589155940780692,330.0345380118496,105.4565355810046,15.364364645803116,4.6903269295857015,-5.51701882626868,0.5883386555020285,14.318265040615024,False
MS,69.39698987431414,418.9106411954737,397-3939,no,yes,-0.6867649345976139,132.94843258311357,138.91285344045374,17.455667877685357,222.8044626796536,86.55964633689555,16.959821689383876,205.11086191297224,118.00215808305862,7.623666846036408,13.975940758008523,10.391132223125013,3.2707509338133884,-1.0188975159135794,True
SD,77.88895967714474,407.6586812006558,345-1998,no,yes,-1.9889770291278632,192.02903607466385,119.57339475996771,30.85805058054608,158.0572770154418,144.82146637230923,9.885150917028946,183.65009377681525,101.9507935176575,5.90718480003633,8.738930890939304,6.0835592986641025,4.2831865650337955,-7.486219992078935,False
UT,168.3301534878061,406.8381638031161,372-5384,no,no,2.7404385204107102,127.83374996584084,89.70568268682956,21.90861400240927,108.66515079962332,63.377095308021204,12.500407634803508,132.67113545334234,125.30342556794555,6.622124244961421,9.195341409981314,4.343393987233758,-3.7026657257550624,-12.851857092182966,False
NV,100.63620603484017,511.28317190540764,393-6733,no,no,8.863949615455219,158.6019720002286,88.00648103265553,35.45965971490792,241.21128787172802,75.6119934586075,17.943265096402165,192.21090932249405,111.59036143724404,12.168043089186295,15.32839033705092,1.0658521971028776,5.58607735866865,-2.181321691688769,False
SD,64.33754671126023,415.88795558461794,396-3068,no,no,2.8996692086464213,124.42603488815703,75.99372968077233,22.043544985787545,306.60922755877846,73.43459289515744,29.952660440955743,200.06598364996623,96.92777518891143,-1.420705097034837,5.884835161555029,5.2379186039127825,4.861262623723343,4.614236618838535,False
WA,156.7035376855838,417.69652276471436,394-9942,yes,yes,-7.591825737699955,328.83068397074123,66.87301298374457,58.26056316491769,331.2053606368995,91.00445937380145,24.03404820635955,154.4166413402095,133.37053472009748,4.3689959142785355,2.4250415025611876,10.466752698081834,3.553131297129781,9.43624148299115,True
IA,86.8437539204125,403.4147552676962,353-3372,no,no,20.079382864957353,192.8657581247535,135.04170146808983,35.86806917609623,283.1978041918505,90.35873716533943,22.722908737473222,99.0922566454468,74.99903964316067,-2.993964868671804,16.390185759331224,3.570901702372097,4.396156663036063,-4.350862319957711,False
VA,88.205586995855,510.3247154377537,386-6114,no,no,-1.9948238766345825,191.64863089599316,103.25895659831181,36.77904256120563,221.911246019975,114.83638370043498,18.727824699796212,133.74375060693177,118.28404150675945,5.060844526191625,4.853524867702929,-5.968813732871098,3.997819813247956,8.857378020052616,False
MO,80.39225150653637,512.1016141488807,357-3577,no,no,31.658834002333666,194.2204447994686,70.7633779253014,34.52139726927259,207.49482364066836,65.10075032095709,18.859108029575,165.40786419928372,109.81930839039413,9.623150013225954,11.562733642721641,13.562505850525518,0.6216695808499919,0.6815446258352783,False
RI,72.75037044506874,419.12835476651827,348-8022,no,yes,-8.609756347733002,218.57021536821009,86.3203417530476,39.5585651221206,153.36349171913778,82.66879571967125,8.938978327234413,193.96648621249602,70.31775533368749,14.264709136403322,7.268851665575467,5.250987699256625,5.726840603147545,-1.4270731226716102,False
VA,146.0756881822737,410.97140916693604,387-1116,yes,yes,4.096704600872203,154.1102618403249,111.2628154212414,29.926234592815717,243.67911018519024,95.40901781201777,23.88903824650679,207.4742949449651,126.22304726663924,7.23127196057451,6.480752730082031,4.172964619176394,8.582834761594231,0.8641930356757827,False
FL,73.5953522779803,406.2742156637855,331-8484,no,no,-5.431602789407393,61.178816841477804,80.42337386770609,-1.5231721041555204,168.48824005552572,126.17578191038227,13.083303970286327,203.33092377652378,64.64617478841828,9.961362800945171,-3.210989061747102,6.495453127071448,-0.9369041842905821,12.087860035726832,True
WA,136.11270669337014,401.4809115996333,331-3174,no,no,7.466507810628777,185.08979552521382,104.80449594429017,41.555257916394126,78.76810740781838,110.06517081648461,8.919503686527543,186.9536014319541,75.41963393937034,-0.23062370348792705,-0.7856328239521826,27.418690138409133,0.274526607585841,0.25554104630393026,False
VT,110.227352589656,411.89269016211114,373-4264,no,no,9.103162986028604,110.35650814995583,98.19392889773074,26.71864922356699,138.0156661881226,109.20922015132842,11.5888586514362,193.85665040554466,104.93149952163014,4.2276707661145085,5.320264255804513,2.2863561865812176,5.232525497271052,-3.541308104902427,False
AR,129.85836088918447,507.3779255351448,369-8005,no,no,-1.2412676631608868,78.3705820809857,84.80575631902924,14.875678759296449,262.98181392775064,66.97320804900654,23.772269502124487,227.11333108463995,101.57570179095251,11.705709847225307,12.550120143972581,-2.8411634467308415,0.009960791427134907,2.120707931271127,False
OK,172.23933224755885,409.9020774591628,357-5784,no,yes,2.194863202090924,130.54282890378704,69.95629147619671,14.064967747956167,274.7384009234333,116.29041369047297,21.493291260099255,251.83216251057877,110.53960802380777,4.484927827736877,14.926006566371676,9.250385126916605,0.5938092074068018,5.040708127774013,False
MT,59.661545927766745,408.82806075116326,341-4103,no,no,32.84026388957899,210.3037125918959,115.9285401877382,42.261752162464724,193.04565764594713,113.28261960328798,12.29200955062814,184.3841611278878,114.77471370839724,14.405060331404524,15.301424444230355,5.313451069002548,4.680859746962466,-0.9513793537617593,False
WY,55.82722032182039,407.72027283977366,372-9091,no,no,3.118381632395572,132.83951818489274,71.76776130040949,19.360617504676444,151.52927168706265,94.2395041956536,15.354291172194596,100.49134385572029,60.41804680120008,7.207582039194345,12.736002826061556,-1.049425545804123,1.8176623541671404,8.10772238017583,False
MT,22.06366305797994,403.70393061211195,373-2339,no,no,-2.49096211717185,182.04251182040187,120.10996144592264,34.96920508287467,263.86040005326214,85.41897605910985,19.481330821003727,191.98632669315717,94.58805727182286,3.6470921306127417,-4.300695624229415,11.44341373159935,7.808732242315618,-11.445724920367166,False
AK,51.15410501503941,511.0775398465088,393-5802,no,yes,-5.436176607941768,115.73187061577052,108.47778441803669,13.86547199107267,217.80256196937142,118.59338348953546,25.57393224873055,188.6437233312972,90.19384688303359,0.6291806879151105,12.820971582729362,2.4747896153893425,0.6689425409683207,2.785365388730786,False
MI,152.7082380043523,410.35837934605485,374-6525,no,no,-1.446674941264921,87.38038038169525,95.80739715156191,25.552034494865612,132.39405073292835,68.97932105359585,11.958283511058564,248.61246017376232,151.50790957728825,7.673513586512276,8.807359387303547,1.510210265101553,-0.2655776634568756,5.921743933119098,False
NM,72.96792491807692,512.4284447959526,340-7062,no,yes,-2.3287400420268147,227.70300978177428,105.87002494520479,31.228916189456896,200.41357552943285,101.9327509688168,10.261843611025842,245.08590394752952,93.5414196231269,6.583399842935019,10.929403246244659,7.451619385430249,2.7560712568828074,-6.24408295432351,False
WI,169.4387863546423,401.5907437613567,419-4894,no,yes,-1.6257970150187717,214.99758495032881,115.84721298038426,36.384930351582504,38.55917386750263,115.0685860844247,-0.27732976708675805,291.59864784295405,76.6893667123932,7.115011486428147,1.1725902178530685,11.703466336921037,5.577151576560773,-4.41630292666167,False
NE,7.931136358760611,408.1500326926547,399-7029,no,yes,4.748399514081795,252.35491142972833,118.47626198723731,31.819063927442535,259.15854552686227,121.45837215153423,16.453477300082042,277.1433381347635,88.80488661575588,5.575948463914046,10.424754794397662,2.5597764504797214,4.791585500063244,5.9906421445708045,True
MN,60.079897112877475,406.58418335556746,378-6924,yes,yes,21.073462036821336,187.23857018147578,97.84797183203358,29.853887739018386,188.42802180367178,66.35048199180427,21.94459390190821,208.89619743719777,108.18842893887809,8.45799948895041,11.813459400796404,5.921554034751034,4.9345636867097245,5.872270627623829,False
