PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2.523585398772157,0,0.2113555625239263,"Attalah, Mr. Sleiman",male,9.818121683763389,3.4259911573885353,6.906395077794629,29750,19.59598018346409,,S
-3.199920531202478,1,-1.0419431362736322,"Strandberg, Miss. Ida Sofia",female,33.08292010670485,-0.19808577717323472,8.382973991228482,349243,68.17412004697798,,S
6.752255979032286,1,3.192905614904585,"Isham, Miss. Ann Elizabeth",female,29.43880565799936,1.8274367251925236,3.5867422880433866,362316,6.586027131624086,,C
8.70282358195607,1,-0.5587316541122356,"Abbott, Mr. Rossmore Edward",female,41.064418458615776,8.828897656016272,-5.9517174408418505,PC 17475,50.22120737780892,,S
-4.755175943269181,0,8.246698052717036,"Shutes, Miss. Elizabeth W",male,40.54584905746066,2.543297715090494,2.4530345122794412,11967,9.110568505656122,,S
-0.5108975343115905,0,-0.380086528406844,"Parkes, Mr. Francis ""Frank""",male,,-8.867072694048403,4.254304519295964,350407,10.366752672398068,,S
7.639202015836426,0,-3.3115897973777155,"Brown, Mrs. James Joseph (Margaret Tobin)",male,55.50776153406452,2.2699781572347946,3.6285399165936107,110465,51.59562577785744,,S
6.418787038282089,0,5.394377692602308,"Shorney, Mr. Charles Joseph",male,7.077576082414648,9.164318716545047,4.924771443439591,345765,26.50662958436516,,S
8.915994212478555,1,-4.6782103496305965,"Attalah, Miss. Malake",female,18.708322172088774,-1.1079808499905135,3.816315396237654,347068,8.048402481226113,D26,C
5.7347803621321,1,3.948458526600011,"Harris, Mr. Walter",female,13.960477423133819,5.978174030589162,-0.3620616941527185,370371,35.00167023945356,,Q
15.396989874314142,1,3.5127659186313345,"Barbara, Miss. Saiide",male,5.369211991542281,-2.4505777057597298,-2.041837479520092,CA 2144,19.392489268205413,,S
15.888959677144742,1,0.2627875504091629,"Panula, Master. Urho Abraham",male,56.496177075766326,-7.427695797611369,-9.489677592507482,2663,26.48985040050527,,Q
