state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
CT,129.21886831901773,413.41006666028227,336-7143,no,no,23.326459721536306,264.36860041076284,113.73095243389851,46.86232538790023,199.52417119802993,98.6862324225371,20.755694298327857,252.17235401009282,86.15363500586179,9.36306279794678,5.615784477192363,7.027182496159734,-1.717345237258547,2.1371448458932827,False
FL,102.84006357503802,415.2248226123566,413-2241,no,no,29.247036393917433,162.30510814291273,129.34475803114066,26.095074445767317,200.1999235773491,108.56870816454608,20.32857960423555,255.92518282251282,105.42005575700648,5.527774288872162,19.80646948506842,1.5929548709444519,0.6959329383619166,8.29374635957251,False
KY,140.00180478322582,413.8745200323772,417-2716,no,no,-0.4502796278719632,246.99649393599645,120.91183783181644,42.45144713867138,114.5671974056037,102.11395233690018,9.444621818413909,159.47678082246355,104.51957248844832,3.1370958197882155,8.558231807508875,2.5714725656799575,-3.0737114388850166,1.5939673488250912,False
MI,87.76225886556486,407.01270481795365,380-9879,no,no,-3.6436288567998263,293.51091753666526,62.8165030789671,46.95216037549276,65.46482797018473,89.78159202015878,-1.6283187545440407,192.8542895525312,87.74124281086523,4.9972254537260685,5.057719591721428,1.5239219017285066,0.8841486532508424,7.433085552598672,False
SC,67.19585924538465,416.9519654832184,367-2598,no,yes,-0.6887406451804969,165.5588073504498,108.22551775628347,29.888793422814608,148.06787197433923,126.37363854050014,14.455452127215656,186.71041019683489,122.83132793984572,12.339651294252137,6.50092730655507,4.014546472443796,1.0313600338318765,8.581903842145568,False
FL,112.79128197255073,505.6841712518055,333-7749,no,no,2.059136947849639,226.7166131815165,90.76723368669379,33.28051945370389,218.20036352615037,100.64514787715186,12.18033578268112,198.51453707696172,118.16328562827914,12.523262178436806,1.2673100348152602,9.250516143214682,-0.41378746193478944,3.0787202026048845,False
NH,121.51136161266915,503.4878311441952,359-5731,no,no,19.265114688938873,218.46240059337038,90.52772164155836,35.652846219888964,347.49672995295845,110.59163925256716,34.480978412742324,209.73857631405758,118.44207571866703,18.34800570540891,8.830465174417542,7.605424684778111,3.1470519652886075,-4.375621272303083,False
MA,145.73502963062566,413.6073208366533,409-8796,no,no,-6.584934755879922,162.8693352483099,76.2276728648034,24.11842740536238,107.24708314816401,94.4126181462313,5.828968137939927,210.82323459467568,94.78589526176046,7.482494635993129,7.713373131285327,2.3000149765848894,-0.7087604236883283,-0.9586307066935951,False
FL,116.93279536998284,411.05645762200714,354-2762,no,no,7.97097120334128,178.19630656725232,95.04327867262428,18.3405294293337,354.52496206930033,76.86384292115233,32.42984133862205,214.1124585843425,85.88981175575904,7.533736246374492,-0.19823519544309498,11.146079502311672,0.9881394437841087,-3.3625445474099465,False
HI,137.58782428970568,421.7502121579466,388-8583,no,no,34.43029328116626,251.83999292821548,83.13361027229018,42.57292549386637,221.488306167978,107.763879930343,16.245324752624555,329.30763040947966,103.76522846480368,15.229491716642492,5.992261543668561,-3.4136150610149443,1.0746709244016228,11.454612032492019,False
MS,68.51759189945132,418.128512956379,397-3939,no,yes,-0.5494119476780911,132.17874606649087,138.530282752363,18.354534302148284,223.9435701437229,85.84771706951645,17.4518573515071,205.84868953037778,116.60172646644689,7.978933476829127,13.720752606406819,9.51290577850001,3.3026007470507106,-0.015118012730863661,True
SD,77.11116774171579,409.1269449605246,345-1998,no,yes,-1.5911816233022906,191.16322885973108,121.05871580797418,31.068440464436865,159.12582161235343,145.4571730978474,10.686120733623158,186.1200750214522,100.360634814126,6.4897478400290645,8.811144712751444,5.8668474389312815,3.918549252027036,-5.988975993663148,False
UT,168.26412279024487,407.0705310424929,372-5384,no,no,2.192350816328568,128.02699997267268,90.96454614946366,21.906891201927415,107.91212063969866,64.90167624641697,11.784326107842807,134.35690836267386,125.84274045435644,6.567699395969137,9.596273127985052,3.874715189787006,-2.35813258060405,-10.081485673746373,False
NV,99.50896482787213,511.0265375243261,393-6733,no,no,7.091159692364175,158.2015776001829,88.00518482612442,33.69172777192634,242.4890302973824,75.489594766886,18.564612077121733,192.22872745799523,112.27228914979524,11.464434471349037,14.722712269640736,1.8526817576823023,5.132861886934919,-1.1450573533510155,False
SD,63.87003736900818,415.7103644676944,396-3068,no,no,2.319735366917137,123.68082791052564,74.79498374461787,21.738835988630036,306.72738204702273,73.94767431612595,29.184128352764596,200.65278691997298,97.34222015112914,0.6914359223721309,7.327868129244023,5.390334883130226,4.597010098978674,4.491389295070828,False
WA,157.56283014846704,417.1572182117715,394-9942,yes,yes,-6.073460590159964,329.644547176593,66.89841038699566,57.92645053193416,328.52428850951964,92.20356749904116,24.62923856508764,155.6533130721676,132.296427776078,4.941196731422828,3.02003320204895,10.173402158465468,3.134505037703825,8.34899318639292,True
IA,86.47500313633,404.33180421415693,353-3372,no,no,21.46350629196588,193.57260649980282,135.83336117447186,35.37245534087698,282.73824335348036,90.28698973227155,22.95432698997858,97.13380531635744,74.99923171452853,-1.5911718949374434,15.872148607464979,3.6567213618976777,4.262925330428851,-3.280689855966169,False
VA,89.164469596684,510.259772350203,386-6114,no,no,-1.595859101307666,191.45890471679454,105.40716527864946,35.907234048964504,221.16899681598,114.06910696034798,18.692259759836972,132.91500048554542,118.82723320540757,5.2146756209533,5.502819894162343,-4.175050986296878,3.6362558505983644,7.685902416042093,False
MO,79.51380120522909,511.6812913191045,357-3577,no,no,31.927067201866933,193.31635583957487,69.81070234024112,34.06711781541807,208.5558589125347,65.08060025676568,18.705286423660002,165.46629135942698,109.45544671231531,9.190520010580764,11.250186914177313,11.850004680420415,1.0373356646799934,0.7452357006682226,False
RI,72.80029635605499,418.3026838132146,348-8022,no,yes,-6.887805078186402,219.73617229456806,87.05627340243808,39.27685209769648,154.59079337531023,83.735036575737,9.86318266178753,193.73318896999683,71.05420426694998,13.147767309122656,8.415081332460375,4.6007901594053005,5.283472482518036,-0.9416584981372882,False
VA,146.26055054581894,411.77712733354883,387-1116,yes,yes,3.2773636806977624,154.3082094722599,112.41025233699311,29.214987674252576,242.8832881481522,94.92721424961421,23.185230597205432,207.73943595597208,127.57843781331138,7.665017568459608,7.304602184065625,4.138371695341115,7.438267809275384,0.6913544285406261,False
FL,74.27628182238423,406.61937253102843,331-8484,no,no,-4.345282231525914,61.42305347318224,82.13869909416488,0.9034623166755829,168.77059204442057,125.14062552830582,13.354643176229061,204.584739021219,64.51693983073461,9.855090240756136,-1.4287912493976815,6.396362501657158,-0.4415233474324658,10.670288028581465,True
WA,134.8901653546961,404.18472927970663,331-3174,no,no,5.973206248503022,184.67183642017105,106.24359675543214,39.4662063331153,77.5944859262547,107.85213665318769,8.375602949222035,185.92288114556328,75.93570715149627,1.4515010372096588,1.2714937408382543,25.734952110727306,0.7336212860686728,0.20443283704314422,False
VT,110.38188207172479,412.5141521296889,373-4264,no,no,7.282530388822883,110.36520651996467,99.15514311818458,25.128919378853595,137.87253295049808,107.76737612106274,11.60508692114896,193.00532032443573,104.94519961730411,5.088136612891606,5.796211404643611,3.0290849492649743,4.602020397816842,-2.4330464839219417,False
AR,130.28668871134758,507.90234042811585,369-8005,no,no,-0.9930141305287093,78.91646566478856,85.0446050552234,14.65854300743716,259.42545114220053,67.97856643920524,23.18581560169959,229.09066486771195,104.260561432762,11.498567877780246,12.100096115178065,-1.872930757384673,0.563968633141708,1.6965663450169013,False
OK,172.59146579804707,410.92166196733024,357-5784,no,yes,1.7558905616727392,129.29426312302962,71.16503318095737,15.477974198364933,275.2107207387466,115.43233095237838,21.904633008079404,251.605730008463,111.43168641904623,5.843942262189501,15.040805253097341,8.400308101533284,1.3130473659254416,4.632566502219211,False
MT,59.12923674221339,408.6624486009306,341-4103,no,no,34.072211111663194,210.8429700735167,115.74283215019055,41.05140172997178,192.6565261167577,113.02609568263038,13.081607640502511,184.04732890231023,114.8197709667178,13.16804826512362,14.141139555384283,4.850760855202038,4.258687797569973,-0.7611034830094074,False
WY,55.461776257456314,407.77621827181895,372-9091,no,no,2.4947053059164577,133.1316145479142,72.01420904032759,20.054494003741155,152.32341734965013,95.39160335652288,14.927432937755677,100.81307508457623,61.93443744096006,6.684065631355476,13.128802260849245,-0.039540436643298094,2.2481298833337124,7.086177904140663,False
MT,21.650930446383953,405.96314448968957,373-2339,no,no,-1.9927696937374801,183.6340094563215,117.88796915673811,34.43536406629974,262.7283200426097,85.13518084728788,19.97506465680298,189.88906135452572,96.07044581745829,4.551673704490193,-2.180556499383532,10.35473098527948,6.586985793852494,-9.156579936293733,False
AK,50.72328401203153,510.862031877207,393-5802,no,yes,-4.348941286353414,116.44549649261641,110.18222753442936,15.148377592858136,217.26204957549714,116.67470679162837,24.11514579898444,186.65497866503776,90.15507750642686,2.1113445503320882,12.47677726618349,2.179831692311474,1.1351540327746565,2.428292310984629,False
MI,150.56659040348185,411.2867034768439,374-6525,no,no,-1.1573399530119368,86.8643043053562,95.64591772124953,23.32562759589249,133.25524058634267,67.78345684287669,11.89062680884685,248.98996813900985,150.8063276618306,8.392810869209821,9.885887509842838,2.4081682120812427,0.5535378692344994,5.137395146495278,False
NM,73.37433993446153,511.94275583676205,340-7062,no,yes,-1.8629920336214518,227.38240782541942,105.69601995616382,32.67113295156552,200.6308604235463,102.94620077505344,11.635474888820674,245.3087231580236,94.43313569850153,7.482719874348016,10.803522596995727,6.961295508344199,2.760857005506246,-4.795266363458808,False
WI,169.95102908371385,402.87259500908533,419-4894,no,yes,-1.3006376120150174,214.39806796026303,116.87777038430741,36.315944281266006,37.087339094002104,115.05486886753975,0.30813618633059336,291.93891827436323,76.95149336991456,8.332009189142518,3.4580721742824547,11.362773069536829,5.141721261248618,-2.933042341329336,False
NE,8.74490908700849,408.12002615412376,399-7029,no,yes,3.798719611265436,251.80392914378268,118.38100958978984,33.94125114195403,257.80683642148983,120.96669772122739,17.452781840065636,277.75467050781083,89.0439092926047,6.982758771131237,10.69980383551813,2.647821160383777,4.471268400050595,4.992513715656644,True
MN,59.46391769030198,406.867346684454,378-6924,yes,yes,21.85876962945707,185.15085614518063,97.07837746562686,29.89511019121471,189.7424174429374,68.08038559344341,20.871675121526568,209.8169579497582,109.75074315110247,8.688399591160328,11.110767520637124,5.537243227800827,4.39565094936778,4.697816502099063,False
CT,76.51588917088357,416.21240753980135,411-8140,no,no,43.9400919990955,217.00856469021235,80.38596593023134,35.6988591794469,215.83612142507118,95.21824894524165,21.564162371434502,154.8274284467677,75.73554431819367,9.80904316011547,17.021919921158947,8.504762540109045,1.7573757820247025,8.439078176530339,False
TX,35.5442101693805,408.4987891106054,363-4967,no,no,24.699761468698586,139.82230502626086,133.53785153927936,29.418733575623865,170.18558702518786,80.61851137643464,13.565826815986787,137.14576574690227,108.26817019916712,2.9756710691606414,13.497032399139853,9.656767036715381,8.461973662250351,-2.771957900897537,False
CT,74.6393740921499,413.9793432999142,404-9348,no,no,6.461721092714382,126.59778801571392,55.289249527618644,20.538482273632535,223.4312887972211,116.67070019973607,20.17029481360121,234.00032755958125,107.31104161808778,12.02953411127439,9.794673393467058,5.429181476453155,-3.9213926996517525,1.8042673643580653,False
MI,132.70207513723506,408.85491074382304,363-1413,no,no,28.933957512373226,201.08539265667363,102.63106634878912,39.21449433138532,188.73369005819703,91.64472426614898,15.599282228447139,104.85670797962788,108.491933615852,3.269029330619439,8.511254746268932,4.917538717786517,-0.2834259835557811,4.33307591812095,False
AK,151.6023711512988,402.0911681461559,384-2908,yes,no,-0.004052930146462654,136.50269225353236,99.90022418892377,19.773517729645317,276.30772766664035,93.5518941028305,26.54160820273887,178.67155232812544,101.7600200639952,10.919266766324089,9.90680423015478,9.95624395700806,3.1534703300521243,-5.828830672578183,False
IN,100.97301668481377,405.6644522436311,327-6989,no,no,-1.9607844539120791,126.67464339057942,105.6481053330554,20.342153587821024,161.87135317480633,89.34785081399367,16.259326571294647,180.34180206643083,138.67973718116812,5.30408964120341,11.907095503101235,6.763517305261518,-0.24847268128718936,3.6290417655501206,False
FL,137.17261707322078,407.96688046428164,390-3401,no,yes,39.62508531384858,178.11061962222809,87.16204684506515,28.382351608317975,200.5412100102824,106.12679332458195,20.129902816890386,126.45665322598096,82.20244308381918,6.623965869963042,11.60044766257639,17.51972933016144,2.701200366825999,0.5548358521974835,True
NH,31.337961170845222,507.56700821120353,402-3370,no,no,3.205428945422195,130.95863629187966,86.93286162607784,23.202353022531668,281.3052036671334,98.23924714476472,23.222616079281813,317.9774937917153,78.56212678728534,14.500525233385563,7.3924069871465505,2.6930897592809444,-1.2266391986411311,4.981242550818926,False
MI,160.92864529226688,417.50084772231787,372-2296,no,no,5.9993071889152425,87.81723400738642,69.33376848519292,16.063497705628226,170.518494479421,112.28564686673698,11.523760781190092,180.71493849609112,93.84883379131458,13.47927775589629,2.881803683400939,4.222610926833402,1.647372901094857,0.7137324538002616,False
OK,64.46674323656292,508.8831163231533,354-6183,no,no,4.762098819822568,162.56508886181606,70.18244265089129,29.068900619693444,230.27906139300921,119.75611710517622,21.850252340096823,264.07767873979896,84.6956820101956,14.174972755734112,6.086790623926454,9.66263901109621,2.802309015352128,6.001749407378844,False
OR,59.87475438691605,404.13994910088195,410-7108,yes,no,26.38057467063261,119.47450777373433,101.25748064967769,21.61732241315896,216.2790654687484,85.32550999133913,24.3153613948568,168.50920403758397,119.45317619524631,8.364028551027875,7.220553164501049,7.9971689909740675,0.1577993575812977,2.3213520725420027,False
OH,68.48571511179276,413.88761482804836,420-3346,no,no,0.7370208896182134,204.7699238319903,117.36519933529705,38.56525930645246,162.4433602053169,118.37951523154553,18.244041755733747,137.71437508751563,114.70824117149608,0.180446874678168,8.148231935720617,5.6072475873922265,0.04413028335835856,9.838874917693811,False
VA,142.89438219509873,408.90343934526624,366-4426,no,no,-3.1283114946734485,191.21271227155268,143.51694847156492,28.198544285227445,139.51827895071878,72.41658625524556,17.76663481552061,246.74978112293343,126.87040669746322,8.799006662722897,10.689397124154963,9.561513509595699,0.1563268224662182,4.986435611661486,False
MS,121.71565425228758,416.2995388752983,336-5920,yes,no,-3.9662012502987793,151.74562243300375,114.78539585624823,28.605194667524938,231.08941907664678,113.55669179685526,20.308127395495937,135.77372357095373,91.10905394408674,3.238407648296073,8.395824144617096,0.8276390268976428,6.7954702178345485,6.11078991145025,True
NY,97.27031627795557,422.5135165279725,338-7683,no,yes,19.414796377085324,130.17998790920078,126.22892382996584,29.072823709782725,219.91187204948963,63.86787399190854,14.580035630624986,71.97335964812686,78.84526212449933,-0.10882068261985145,7.812808550096841,4.315623138371447,7.35229380336542,-3.727584720003521,False
SC,53.156477594759934,405.3243626399863,367-2227,no,yes,-1.750293227936517,193.9804489296912,109.52508799173502,25.900028930449608,273.8481559015784,98.53790375306953,19.405251361582096,243.89828458853344,91.27650422516055,10.722026812341237,11.152451160214053,12.502486743953263,0.19756017909096046,-2.280006268119231,False
WA,62.52515290335416,407.7060853536384,336-1462,no,yes,0.9984225240597681,220.19047407980486,54.12055988004241,39.45603181987571,218.28728027004257,110.5610983768136,23.458279382054908,251.10979372186546,137.7528193488869,12.173284314211163,5.216223202052518,5.614197412339559,3.8731478343127996,7.40346625496265,False
KY,4.171376720577334,409.7044957872777,416-3649,no,no,-7.647260639006019,185.33618894851398,116.65998109571807,34.34711911175247,190.37470166167267,65.14265696882198,8.722225912518942,286.5929789264907,56.56065181109219,13.849764523309048,4.904511474597474,12.48340144413821,3.0066619024914227,5.510918246504772,False
ND,94.7213151345708,414.90630816319674,371-6284,no,no,-0.18541481032306298,155.47683986871996,119.19177613356518,33.07474550988673,266.44955911621435,71.52156854820132,28.759026822691716,228.6454916420213,69.88143053530861,15.325775544295109,12.916019287589586,4.66496181899267,7.646194260744187,0.8596686946638412,False
MO,85.11850938282882,412.9975274160454,406-4840,no,no,6.064100498198099,150.95679044226665,80.60831171089524,28.57418773316084,225.28030145115346,113.4150424344466,15.51946132183874,204.32430048917263,123.79029024584217,11.114197055860139,6.121909417955969,1.0951871589072362,3.386265154791175,3.332775885460833,True
RI,78.44448860702663,401.80297129462303,393-6840,no,no,4.487644276296501,179.51464995495115,73.00980767305158,30.241263768634834,255.18741031473007,88.40633541737704,28.883559873424232,275.81011016949526,102.12768592065916,7.2485965208071255,22.062802304090482,7.640870866527115,1.9437832663753638,1.8875366472630937,False
ND,139.89943099509327,412.95666176378796,401-7359,no,yes,-2.3407363061066633,126.97987166614408,101.75780522391725,23.290292782040154,178.22650203043872,67.53271876224262,15.01759283327584,138.12084660597236,125.93006137472749,7.150163534940293,5.999308396051447,-5.313267234517123,8.55950963543425,-4.380754360752111,False
NC,126.97976524493758,403.70519034912877,352-4401,yes,yes,24.412508362868856,195.07909648143576,125.6883200492716,30.789848661754636,71.27986507254293,81.86456385858627,9.290283289025417,178.12944352696084,89.58051246104964,10.487509737694403,-2.479855226361523,3.7207608236893845,-2.125204610604241,1.129285349692912,True
AL,64.53667553722703,408.09357327550487,376-7145,no,yes,1.8393212258593064,143.80984615761068,69.39181967775662,23.748127710569015,251.77613786466446,164.72161657833533,30.49018559306497,127.88714390091445,96.31704080147726,10.888756089715645,18.89964921127672,7.123505406460272,4.5468168575047585,5.450152291427444,False
ND,128.87311341836593,404.8172846333176,411-5677,no,no,-9.26971300083,226.0616216681777,105.06766716305633,33.63718864119202,171.23309050561852,131.00409998926116,13.759408795777388,189.39378560987845,103.5897806683517,7.903233558579737,11.556928181847988,10.250047746853634,8.704289928806741,3.9852254733765697,False
SD,167.26852091353678,403.81163311693416,341-7112,no,no,4.440616463530709,193.66933500965743,95.54294694890952,38.60811805737689,163.52879428583338,91.91104793365875,13.052267907581712,160.15964435466103,57.96488875219783,6.9221299219905115,12.205944847048913,-4.4100010015503415,5.744640910641948,-0.47236218225984206,False
MN,114.6604598800569,417.3351461811718,344-3160,no,yes,33.145650168467036,269.97440904943886,81.66240238461098,47.46062927580338,177.52681954076516,151.9435253517844,12.370643203703764,169.2242357215187,101.51103266929361,11.795586239550499,12.909490137471222,-2.383980241992311,0.07863505511988222,8.400993127335894,False
WI,74.65101226042002,512.4043673496572,402-1942,no,no,40.32520128230961,190.49797159761732,91.14690011305794,29.265550158701544,246.5097588629166,96.96339816573816,16.91286692320392,137.34301245571123,101.27779355107842,6.924333424261778,8.939839255096732,2.542460479085671,0.6733218348504639,6.179941658001013,False
AL,151.34488932543712,404.3844828416765,394-9121,no,no,21.092138057694136,171.85696231207174,87.73680566385045,31.805427850650336,183.56019133489121,68.58717664843958,14.640702715058966,268.91475704044365,49.28635836023023,5.556366714217262,3.715675964204811,4.899462851108497,-2.233952111937533,-0.07505789819588626,False
MS,40.84490631917142,406.9590854777475,403-1769,no,yes,3.672584900831333,132.88005105468864,89.06893864569213,26.937390839977333,163.78745735350873,95.55196456393955,11.63063655056558,150.52372029389085,104.74267659854914,-0.10148673271833886,15.797497111005033,8.056520352319492,8.141686336167538,-3.1032541455954954,False
ID,43.173388940799704,407.5670293515499,358-5826,no,no,40.59796465274321,144.509170404099,74.95653944932815,29.151169301817536,170.56588035454593,89.99765813300597,9.408972143471093,217.5300921059398,96.8136297765197,16.993107744520596,-0.27093052876009516,4.975344477352772,-2.8615733378086388,4.378272255576434,False
AL,41.60509971100625,413.02264019926923,419-5171,no,no,-1.3242021258883219,254.25624991606114,97.04440020281926,39.04944554733439,210.87844842378288,106.1738539226455,17.24807556728812,163.14757977581252,66.41419237924453,0.24508924292520984,15.634635367204709,6.920959954202866,5.363606008096319,-1.8002831136570534,False
HI,111.15059282934173,409.5959276028094,350-5883,no,no,-5.479373860848578,122.175561431489,89.02784518742112,8.74464473648181,214.53385671667144,115.28466530293993,19.33914627772697,131.05419133600694,138.78921088097565,5.151152437122825,10.188482945588586,9.747580412356257,-3.466045600872275,-2.560158896292583,False
ME,129.43190352502862,411.2997515584564,405-3533,no,yes,2.3829916268468656,207.64839818532076,62.91367056420571,37.55154433958552,218.61904484002923,76.16622652035296,14.856378396285749,153.62007595267164,63.32012276243892,10.442467897689994,8.283487433958978,0.4855576117727721,12.338363666917264,1.8915627410611657,False
GA,149.23478270047354,507.14781167323474,348-4316,no,no,2.7045495391074312,179.51268762903834,94.40622220895479,26.862521472647067,173.61395614608713,109.18198977430983,13.720200781093565,152.0608131973474,109.75325480875736,-0.36842844673994435,11.710082398224401,5.1504009826147765,-1.681588501004129,6.877526874033812,True
NE,132.8972547066483,412.20741944211005,343-5219,yes,no,7.140511207863558,251.2307969201055,94.70542069647716,43.599310023922,164.67514804532271,87.42133017538396,20.116017898260836,300.38571303496366,101.94815744614688,8.963757531533886,20.818440333338096,4.410130936743535,3.3600868567813014,6.167700899893353,False
CT,157.46685114398608,503.93723231394614,377-7561,no,no,50.03220105144237,227.8961199644663,96.1107673397597,42.03108155334496,182.3406327501978,76.67428942461993,10.321875435270325,256.6917062713737,49.989478324471136,6.473037879334648,9.112021621799972,4.547283888537297,8.118240159770789,0.22073511668081963,False
IN,143.32219085599357,505.0094888034248,372-4722,no,no,-2.37558131582294,249.14487719682342,81.9663981781275,46.71453244465353,150.7402504425957,83.54860312122922,20.386669015746435,174.8905647239173,111.59399257946643,14.964505209144706,5.1237670330226965,0.6123893023452185,-0.6522917372859216,-6.175638567254143,False
NC,91.98864297621506,417.8386474625515,353-5714,no,no,-4.015450334470059,204.83540614552388,140.73639286550397,41.55896194391413,234.11943075768107,122.23949049146474,16.573905708115994,159.02776749666518,102.7987571226698,14.932616315502624,9.775377107200372,5.949785647498246,4.225084803804785,4.817681941112488,False
OR,85.56970294428226,421.684484914253,418-8450,no,no,-5.473965734089545,228.79553655405763,106.37660364464575,45.03542767230922,153.16025688411045,89.07148242624926,14.163616404770135,191.2446279425871,106.27381361422529,5.533313090664608,9.09188696538127,4.851421693968735,2.112671978114877,-3.2243093916480614,False
KY,52.76194141627107,416.9737279527348,415-1141,no,no,5.892897382557881,152.61063851698978,91.50582063684075,33.70819531513609,223.87350658600513,77.015602653023,24.0966526627861,178.198963469118,110.86166156678566,10.477993027988482,1.8379422209717067,0.8045046073208986,3.202766962833335,2.2335142435944446,False
